x_data|y_data
 Kiarostami, the Iranian master, with his searching examinations|Kiarostami, the Iranian master, with his searching examinations 
 of ordinary lives Andrzej Wajda, a rival to Ingmar Bergman and |of ordinary lives Andrzej Wajda, a rival to Ingmar Bergman and A
Akira Kurosawa in some critics’ eyes, with his haunting tales of|kira Kurosawa in some critics’ eyes, with his haunting tales of 
 Poland under the boot first of Nazis and then of Communists. A |Poland under the boot first of Nazis and then of Communists. A l
long roster of television stars of a generation or two ago passe|ong roster of television stars of a generation or two ago passed
d on, images of their younger selves frozen in time: Noel Neill | on, images of their younger selves frozen in time: Noel Neill (
(“Adventures of Superman”) Alan Young (“Mister Ed”) Robert Vaugh|“Adventures of Superman”) Alan Young (“Mister Ed”) Robert Vaughn
n (“The Man From U. N. C. L. E. ”) William Schallert and Patty D| (“The Man From U. N. C. L. E. ”) William Schallert and Patty Du
uke (father and daughter on “The Patty Duke Show”) Dan Haggerty |ke (father and daughter on “The Patty Duke Show”) Dan Haggerty (
(“The Life and Times of Grizzly Adams”) Florence Henderson (“The|“The Life and Times of Grizzly Adams”) Florence Henderson (“The 
 Brady Bunch”) and Alan Thicke (“Growing Pains”). And Garry Mars|Brady Bunch”) and Alan Thicke (“Growing Pains”). And Garry Marsh
hall, the creative force who practically owned prime time with “|all, the creative force who practically owned prime time with “H
Happy Days,” “Mork Mindy,” “Laverne Shirley” and more, died at 8|appy Days,” “Mork Mindy,” “Laverne Shirley” and more, died at 81
1. On Broadway, lights were dimmed in memory of Brian Bedford, T|. On Broadway, lights were dimmed in memory of Brian Bedford, Ta
ammy Grimes and Anne Jackson, all brilliant in their day. The ar|mmy Grimes and Anne Jackson, all brilliant in their day. The arc
chitect Zaha Hadid left behind monuments to her fertile imaginat|hitect Zaha Hadid left behind monuments to her fertile imaginati
ion and shaken acolytes around the world. The street photographe|on and shaken acolytes around the world. The street photographer
r Bill Cunningham, who found fashion statements on every corner,| Bill Cunningham, who found fashion statements on every corner, 
 was suddenly missing, making Manhattan, overnight, a less idios|was suddenly missing, making Manhattan, overnight, a less idiosy
yncratic, less interesting place. That smiling skinny man pedali|ncratic, less interesting place. That smiling skinny man pedalin
ng his bicycle among the honking cabs in a blue French worker’s |g his bicycle among the honking cabs in a blue French worker’s j
jacket with a camera slung around his neck — what a picture! — h|acket with a camera slung around his neck — what a picture! — ha
ad split from the scene. So had seemingly a generation of fellow|d split from the scene. So had seemingly a generation of fellow 
 photographers who had made art in recording the last half of th|photographers who had made art in recording the last half of the
e 20th century: Ruth Gruber, Marc Riboud, Louis Stettner and mor| 20th century: Ruth Gruber, Marc Riboud, Louis Stettner and more
e. And so had the TV journalists Morley Safer and Gwen Ifill and|. And so had the TV journalists Morley Safer and Gwen Ifill and 
 the TV commentator John McLaughlin, all of whom had tried to ma|the TV commentator John McLaughlin, all of whom had tried to mak
ke sense of it. Music’s other precincts were emptier without the|e sense of it. Music’s other precincts were emptier without the 
 conductor and revolutionary composer Pierre Boulez and the new |conductor and revolutionary composer Pierre Boulez and the new m
music soprano Phyllis Curtin the jazz artists Mose Allison, Bobb|usic soprano Phyllis Curtin the jazz artists Mose Allison, Bobby
y Hutcherson and Gato Barbieri the rapper Phife Dawg (Malik Tayl| Hutcherson and Gato Barbieri the rapper Phife Dawg (Malik Taylo
or) and the Latin megastar Juan Gabriel. Silicon Valley saw a gi|r) and the Latin megastar Juan Gabriel. Silicon Valley saw a gia
ant depart in Andrew S. Grove, who led the semiconductor revolut|nt depart in Andrew S. Grove, who led the semiconductor revoluti
ion at Intel. The television industry lost a executive, Grant Ti|on at Intel. The television industry lost a executive, Grant Tin
nker, who in the ’80s made NBC the network to watch in prime tim|ker, who in the ’80s made NBC the network to watch in prime time
e. Astrophysics, and the smaller world of women in science, said|. Astrophysics, and the smaller world of women in science, said 
 farewell to a pioneer and a champion in Vera Rubin. And for ten|farewell to a pioneer and a champion in Vera Rubin. And for tens
s of thousands of people who might have choked to death had they| of thousands of people who might have choked to death had they 
 not been saved by his simple but ingenious maneuver, the passin|not been saved by his simple but ingenious maneuver, the passing
g of Henry J. Heimlich prompted not just sympathy but, even more| of Henry J. Heimlich prompted not just sympathy but, even more,
, gratitude. Come to think of it, eliciting a large, if silent, | gratitude. Come to think of it, eliciting a large, if silent, t
thank you from those who live on is not a bad way for anyone to |hank you from those who live on is not a bad way for anyone to g
go. Which brings us to Marion Pritchard. Few who died in 2016 co|o. Which brings us to Marion Pritchard. Few who died in 2016 cou
uld have inspired measures of gratitude more profound. She was a|ld have inspired measures of gratitude more profound. She was a 
 brave young Dutch student and a gentile who risked her life to |brave young Dutch student and a gentile who risked her life to s
save Jews from death camps in the early 1940s, in one instance s|ave Jews from death camps in the early 1940s, in one instance sh
hooting a Nazi stooge before he could seize three little childre|ooting a Nazi stooge before he could seize three little children
n she had been hiding. By her estimate she saved 150 people. How| she had been hiding. By her estimate she saved 150 people. How 
 many were still alive when she died a few weeks ago at 96 is an|many were still alive when she died a few weeks ago at 96 is any
yone’s guess. But we know for certain that some were, and we can|one’s guess. But we know for certain that some were, and we can 
 reasonably surmise that a good many more were, too, all of them|reasonably surmise that a good many more were, too, all of them 
 still in possession of her selfless gift and her matchless lega|still in possession of her selfless gift and her matchless legac
cy, their very lives|y, their very lives.
SEOUL, South Korea — North Korea’s leader, Kim said on Sunday th|EOUL, South Korea — North Korea’s leader, Kim said on Sunday tha
